"id","category","symptom_keyword","condition_text","action_text","do_not_action","source_title","source_org","source_url","source_type"
"115","외상/목졸림","목졸림","목줄/끈에 의한 스트랭글레이션 부상은 즉시 수의사에게 데려가야 하며, 목줄을 제거하고 임시 하네스나 리드줄로 통제해야 한다.","목줄을 제거하고, 임시 하네스나 리드줄로 통제하면서 즉시 병원으로 이동한다.","목줄을 그대로 두거나 이동을 지연하지 않는다.","What to Do in a Dog or Cat Emergency","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/what-to-do-in-a-dog-or-cat-emergency","수의학매뉴얼"
"116","외상/상처","상처 응급 기준","상처는 크기·깊이·원인에 따라 처치가 달라지며, 심한 출혈, 깊은 상처, 화상, 물림, 유리 등 이물질 박힘, 눈 부상, 더럽거나 감염된 상처는 응급 처치와 긴급 진료가 필요합니다.","상처 부위와 출혈 양상, 오염 여부를 확인하고 보호자 안전을 확보한 뒤 즉시 병원에 연락하세요.","상처 표면만 보고 안전하다고 단정하거나 박힌 물체를 무리하게 제거하지 마세요.","Wounds and skin injuries","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/symptoms/wounds-and-skin-injuries","전문기관"
"117","외상/상처","작은 상처/찰과상","작고 피가 거의 나지 않는 상처나 찰과상은 깨끗하고 건조하게 유지하며 감염 징후를 관찰할 수 있지만, 큰 상처나 깊은 상처는 즉시 수의사 확인이 필요합니다.","작은 상처는 깨끗한 물 또는 식염수로 부드럽게 씻고 핥지 못하게 하며, 붉어짐·부기·열감·고름·통증·악취가 보이면 병원에 문의하세요.","상처를 핥게 두거나 감염 징후가 있는데 방치하지 마세요.","First aid for wounds, cuts and grazes","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/medications/first-aid-for-cuts-and-grazes","전문기관"
"118","출혈/외상","심한 외부 출혈","많은 혈액 손실은 쇼크, 붕괴, 사망으로 이어질 수 있으며, 심한 출혈은 출혈 부위를 찾아 압박하고 즉시 수의사에게 연락해야 합니다.","깨끗한 천으로 직접 압박하고, 압박 중인 천을 떼지 말고 필요한 경우 덧대면서 병원으로 이동하세요.","출혈이 멈췄는지 확인하려고 압박대를 자주 떼거나, 끈·줄로 팔다리를 강하게 묶지 마세요.","First aid for bleeding wounds","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/medications/first-aid-for-bleeding","전문기관"
"119","출혈/내출혈","내부 출혈 의심","외상 뒤 창백한 잇몸, 쓰러짐, 빠른 호흡, 복부 팽만, 쇠약, 차가운 발, 호흡곤란, 피가 섞인 구토나 변 등은 내출혈 또는 쇼크와 관련될 수 있습니다.","내부 출혈은 생명을 위협할 수 있으므로, 외상 이력과 증상을 정리해 즉시 병원으로 이동하세요.","겉으로 보이는 상처가 없다고 안전하다고 판단하지 마세요.","First Aid for Bleeding in Dogs","VCA Animal Hospitals","https://vcahospitals.com/know-your-pet/first-aid-for-bleeding-in-dogs","전문기관"
"120","외상/물림","물림 상처","물림 상처는 겉보기보다 심각하고, 입안 세균 때문에 감염되기 쉬우며 피부 아래 숨은 손상이 있을 수 있으므로 크기에 관계없이 수의사 확인이 필요합니다.","물린 부위를 확인하고, 심한 출혈·피부 결손·통증·고름·부기가 있으면 몸을 따뜻하게 유지하며 즉시 병원으로 이동하세요. 작은 상처도 병원에 문의하세요.","작은 구멍 상처라고 가볍게 보거나 감염 가능성을 무시하지 마세요.","First aid for bite wounds","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/medications/first-aid-for-bite-wounds","전문기관"
"121","외상/뱀물림","뱀 물림","뱀 물림은 응급이며, 독이 퍼지면 간·신장·심장·신경계 손상, 얼굴·목 부종, 호흡 문제, 신체 떨림, 붕괴 같은 문제를 유발할 수 있습니다.","뱀 물림이 의심되면 최대한 움직임을 줄이고 즉시 가까운 동물병원으로 이동하세요. 가능하면 안전한 거리에서 뱀 사진이나 특징을 기록하세요.","상처를 절개하거나 독을 빨아내거나 병원 이동을 지연하지 마세요.","Snake bites in dogs","PDSA","https://www.pdsa.org.uk/pet-help-and-advice/pet-health-hub/conditions/snake-bites-in-dogs","전문기관"
"122","외상/입상처","가벼운 입/입술 상처","입술이나 입안의 작은 베임 또는 긁힘이 있고 피가 거의 없거나 멈췄으며, 호흡·삼킴 문제, 깊은 찢어짐, 이물 박힘이 없다면 상태 확인과 수의사 문의가 적절합니다.","물로 부드럽게 헹구고 핥거나 긁지 못하게 하며, 통증·부기·출혈·식욕저하가 있거나 판단이 어렵다면 병원에 문의하세요.","피가 계속 나거나 큰 베임인데 가볍게 보고 지켜보지 마세요.","Minor Injuries and Accidents","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/minor-injuries-and-accidents","수의학매뉴얼"
"123","외상/입상처","입/입술 큰 베임 또는 출혈 지속","입·입술·혀 상처에서 피가 계속 나거나 피가 많이 나고, 깊게 찢어졌거나 큰 베임, 관통·찔림, 이물 박힘, 호흡·삼킴 문제 또는 통증이 심하면 응급 진료가 필요합니다.","깨끗한 천으로 부드럽게 압박하고 가능하면 머리와 목 움직임을 줄이며 즉시 병원으로 이동하세요.","입안 깊은 상처나 박힌 물체를 손으로 빼려 하거나 출혈이 계속되는데 기다리지 마세요.","What to Do in a Dog or Cat Emergency","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/what-to-do-in-a-dog-or-cat-emergency","수의학매뉴얼"
"124","외상/쇼크","쇼크/응급 초기평가","쇼크는 신체 조직에 충분한 혈액·산소·영양이 전달되지 않는 상태로, 두부 손상, 대량 출혈, 심한 감염 등이 원인이 될 수 있습니다. 빠른 심박, 창백한 잇몸, 약한 맥박, 낮은 혈압 등이 위험 신호입니다.","외상 후 창백한 잇몸, 약한 맥박, 빠른 심박, 쓰러짐, 의식저하가 있으면 즉시 병원으로 이동하세요.","쇼크 의심 상황을 단순 피로나 놀람으로 보지 마세요.","Evaluation and Initial Treatment of Dog and Cat Emergencies","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/evaluation-and-initial-treatment-of-dog-and-cat-emergencies","수의학매뉴얼"
"125","외상/교통사고","둔상/교통사고/낙상","차에 치이는 둔상, 낙상, 싸움 등 외상은 내부 출혈, 장기 파열, 골절, 두부 손상, 척추와 흉부 손상을 일으킬 수 있으며 일부 손상은 최대 48시간 뒤 드러날 수 있습니다.","교통사고·낙상·큰 개에게 물림 등 큰 외상은 겉으로 멀쩡해 보여도 움직임을 최소화하고 병원으로 이동하세요.","겉상처가 없거나 잠시 괜찮아 보인다고 병원 확인을 생략하지 마세요.","Evaluation and Initial Treatment of Dog and Cat Emergencies","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/evaluation-and-initial-treatment-of-dog-and-cat-emergencies","수의학매뉴얼"
"126","외상/상처관리","상처 초기 관리","상처 관리는 동물이 안정화된 뒤 출혈을 멈추기 위한 압박과 기본 붕대 적용으로 시작하며, 세척은 먼지와 세균을 제거해 감염 위험을 낮춥니다.","출혈이 있으면 먼저 압박하고, 상처가 오염되었으면 물이나 식염수로 부드럽게 씻은 뒤 수의사에게 확인받으세요.","깊은 조직 손상·감염·오염 상처를 보호자가 임의로 봉합하거나 중점 처치하지 마세요.","Wound Management","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/wound-management","수의학매뉴얼"
"127","외상/물림","깊은 물림/구멍 손상","개·고양이 물림은 작은 구멍처럼 보여도 감염되기 쉽고, 표면 상처가 작아도 갈비뼈 골절이나 장기 손상 등 숨은 손상이 있을 수 있어 수의사 확인이 필요합니다.","물림 상처는 크기와 관계없이 병원에서 세척·평가를 받도록 하고, 심한 통증·출혈·피부 결손이 있으면 즉시 이동하세요.","겉으로 작은 상처라며 방치하지 마세요.","Wound Management","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/wound-management","수의학매뉴얼"
"128","외상/피부박리","피부박리/깊은 상처","피부박리(degloving)는 피부가 벗겨져 깊은 조직이 노출되는 심한 손상으로, 차량에 치이거나 눌린 경우 발생할 수 있고 감염 위험이 큽니다.","피부가 벗겨졌거나 깊은 조직이 보이면 깨끗한 드레싱으로 보호하고 즉시 병원으로 이동하세요.","벗겨진 피부나 깊은 조직을 임의로 자르거나 세게 문지르지 마세요.","Wound Management","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/wound-management","수의학매뉴얼"
"129","외상/관통상","관통 이물질","두개골·가슴·복부를 관통한 물체는 제거하지 말고 더 움직이지 않게 고정해야 하며, 몸에 박힌 추가 조직 손상을 유발할 수 있습니다.","가슴·배·머리에 막대·유리·화살 등 이물질이 박힌 경우 제거하지 말고 흔들리지 않게 지지한 뒤 즉시 병원으로 이동하세요.","관통 이물질을 잡아 빼지 마세요.","What to Do in a Dog or Cat Emergency","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/what-to-do-in-a-dog-or-cat-emergency","수의학매뉴얼"
"130","부상/주의","발톱·멍·곤충쏘임","부러진 발톱 출혈, 타박상·염좌, 곤충 쏘임은 생명 위협은 아닐 수 있지만 통증·부기·절뚝임이 있으면 활동 제한과 수의사 상담이 필요합니다. 머리·목의 큰 부종이나 혀·입천장 쏘임은 응급입니다.","가벼운 멍이나 발톱 출혈은 활동을 제한하고 경과를 기록하세요. 머리·목 부종, 혀·입천장 쏘임, 호흡곤란이 있으면 즉시 병원에 연락하세요.","큰 부종이나 호흡 이상을 단순 알레르기로 보지 마세요.","Minor Injuries and Accidents","Merck Veterinary Manual","https://www.merckvetmanual.com/special-pet-topics/emergencies/minor-injuries-and-accidents","수의학매뉴얼"
"131","외상/상처관리","상처 세척 금지사항","상처는 식염수나 물로만 세척하고, 비누·알코올·과산화수소·허브 제품·티트리 오일 등은 수의사 지시 없이 사용하지 않아야 하며 치유를 지연시킬 수 있습니다.","상처는 물 또는 식염수로 부드럽게 씻고 핥지 못하게 하며, 출혈이 있으면 최소 3분간 압박하세요.","비누, 알코올, 과산화수소, 허브 제품, 티트리 오일 등을 임의로 사용하지 마세요.","Wound care dos and donts","VCA Animal Hospitals","https://vcahospitals.com/resources/conditions-dog/emergency/wound-care-dos-and-don-ts","전문기관"
"132","출혈/외상","부위별 출혈 응급처치","출혈은 짧은 시간에 많은 혈액을 잃게 해 쇼크를 유발할 수 있으며, 직접 압박이 필요하고 정맥·동맥성 출혈, 얼굴·입·코·항문·하복부 등으로 나타날 수 있습니다.","깨끗한 천으로 압박하고, 흉부·복부 상처나 멈추지 않는 출혈은 즉시 응급병원으로 이동하세요.","깊이 박힌 이물질을 빼내거나, 흉부와 복부를 관통한 물체를 제거하거나, 피가 난 부위를 떼지 마세요.","First Aid for Bleeding in Dogs","VCA Animal Hospitals","https://vcahospitals.com/know-your-pet/first-aid-for-bleeding-in-dogs","전문기관"
