"id","management_number","hospital_name","address","phone","operating_status","source_modified_at"
"2160","374000001020250004","한걸음 동물병원","경기도 수원시 영통구 덕영대로 1400, 상가에이동 104,105호 (망포동, 영통아이파크캐슬2단지)","031-895-6008","영업/정상","2026-01-06 16:14:59"
"2161","374000001020250005","엘로이 동물병원","경기도 수원시 장안구 대평로 80, 정연메이져1동 111,123호 (정자동)","031-546-2804","영업/정상","2025-11-05 13:21:17"
"2162","374000001020250006","LAB:BY","경기도 수원시 영통구 도청로66번길 6, 상가동 B3층 344호 (이의동, 힐스테이트광교중앙역퍼스트)","","영업/정상","2026-01-19 09:08:50"
"2163","374000001020260001","바로동물병원","경기도 수원시 권선구 당수로 118, 더드림 201호 (당수동)","031-8042-3270","영업/정상","2026-04-29 13:56:52"
"2164","374000001020230008","포레스트동물의료센터","경기도 수원시 팔달구 팔달로 63, 103,104호 (고등동)","031-241-5953","영업/정상","2025-03-12 09:37:18"
"2165","378000001020230008","소랑동물병원","경기도 성남시 분당구 판교대장로7길 16, 1층 102호 (대장동, 힐스테이트 판교 엘포레 A6BL)","","영업/정상","2023-10-10 20:59:25"
"2166","378000001020230009","고등동물병원","경기도 성남시 수정구 고등로1길 6-4, 101호 (고등동)","","영업/정상","2023-10-11 11:08:09"
"2167","378000001020240001","위례 바른 동물의료센터","경기도 성남시 수정구 위례광장로 310, 우성트램타워 A동 201호 (창곡동)","031-8039-7753","영업/정상","2024-01-18 17:07:17"
"2168","378000001020240002","더편한동물병원","경기도 성남시 중원구 광명로 176, 상가동 2층 216호 (중앙동, 신흥역 하늘채 랜더스원 1단지)","031-747-1175","영업/정상","2024-01-18 16:47:02"
"2169","378000001020240003","한별피그크리닉","경기도 성남시 분당구 정자일로213번길 19, 201동 208호 (정자동, 아이파크분당2)","031-556-9008","영업/정상","2024-01-19 16:59:18"
"2170","378000001020240004","윤성진 안과/외과 동물병원","경기도 성남시 수정구 설개로21번길 7 (시흥동)","031-758-0824","영업/정상","2026-01-19 19:22:35"
"2171","378000001020240005","분당 피엘 동물피부클리닉","경기도 성남시 분당구 수내로 39, 223호 (수내동, 분당지웰푸르지오)","031-8039-7554","영업/정상","2024-03-15 08:55:56"
"2172","378000001020250001","리더스 외과 동물병원","경기도 성남시 분당구 성남대로 45, 2층 201호 (구미동)","031-715-7407","영업/정상","2026-04-23 16:17:58"
"2173","378000001019910001","금광동물병원","경기도 성남시 수정구 산성대로 431 (단대동)","","영업/정상","2021-09-09 14:33:57"
"2174","378000001019930002","분당헤르쯔 동물병원","경기도 성남시 분당구 돌마로 364, 현대제일상가 1층 17,18,19호 (수내동)","031-712-2795","영업/정상","2024-11-18 17:09:01"
"2175","378000001019940001","서울종합동물병원","경기도 성남시 분당구 불정로 381 (서현동)","","영업/정상","2021-02-26 11:05:07"
"2176","378000001019940002","한국동물병원","경기도 성남시 중원구 둔촌대로 155 (성남동)","","영업/정상","2023-06-16 09:32:17"
"2177","378000001019950003","상록 동물병원","경기도 성남시 분당구 정자로 78 (정자동)","","영업/정상","2019-08-30 09:27:09"
"2178","378000001019960002","우성동물병원","경기도 성남시 분당구 돌마로 481, 분당우성프라자 (서현동)","","영업/정상","2019-01-21 20:28:48"
"2179","378000001020010004","성남동물병원","경기도 성남시 중원구 둔촌대로 243, 3호 (하대원동)","","영업/정상","2023-04-04 17:42:16"
"2180","378000001020010005","가나동물병원","경기도 성남시 수정구 수정로 160 (신흥동, 신흥상가)","","영업/정상","2019-06-10 10:49:34"
"2181","378000001020040004","조은동물병원","경기도 성남시 중원구 광명로142번길 3, 미래타운 B101호 (성남동)","","영업/정상","2021-05-31 16:55:29"
"2182","378000001020040007","신흥동물병원","경기도 성남시 수정구 수정로 226, 창진빌딩 (신흥동)","","영업/정상","2025-06-09 09:36:26"
"2183","378000001020040008","굿모닝펫 동물병원","경기도 성남시 분당구 정자일로 55, 108-110호 (금곡동, 분당두산위브아파트)","","영업/정상","2023-04-08 16:08:16"
"2184","378000001020040011","엔젤동물병원","경기도 성남시 분당구 성남대로171번길 17, 씨티밸리 101호 (금곡동)","031-713-5004","영업/정상","2018-09-20 09:46:50"
"2185","378000001020040013","아이펫동물병원","경기도 성남시 분당구 장미로 78, 시그마3 105호 (야탑동)","","영업/정상","2018-09-20 09:48:30"
"2186","378000001020040015","강남동물병원","경기도 성남시 중원구 광명로 341 (금광동)","","영업/정상","2023-04-04 18:18:17"
"2187","378000001020050004","아름동물병원","경기도 성남시 분당구 성남대로779번길 52, 신흥코아 102호 (이매동)","","영업/정상","2018-09-20 09:49:47"
"2188","378000001020050014","정자프라임동물병원","경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 111호 (정자동)","","영업/정상","2018-09-20 09:51:25"
"2189","378000001020060003","이플동물병원","경기도 성남시 수정구 복정로 35 (복정동)","","영업/정상","2018-09-20 09:51:53"
"2190","378000001020070010","분당정자 동물병원","경기도 성남시 분당구 정자일로 120, 119호 (정자동, 아데나루체 상가 )","","영업/정상","2019-01-27 15:22:16"
"2191","378000001020080002","세이브 동물병원","경기도 성남시 중원구 산성대로 336-3 (중앙동)","","영업/정상","2019-06-15 15:29:52"
"2192","378000001020080005","우리들 동물병원","경기도 성남시 분당구 야탑로 103, 노블리치2 오피스텔 2층 206호 (야탑동)","031-706-7588","영업/정상","2026-01-14 17:41:53"
"2193","378000001020080006","분당고은 동물병원","경기도 성남시 분당구 매화로 40 (야탑동, 동륜빌딩)","","영업/정상","2015-08-03 10:40:26"
"2194","378000001020080007","도촌 동물병원","경기도 성남시 중원구 도촌남로 37, 도촌프라자 2층 203호 (도촌동)","","영업/정상","2025-10-16 15:00:40"
"2195","378000001020080009","아프리카 동물병원","경기도 성남시 분당구 서현로 170, 풍림아이원플러스 108호 (서현동)","","영업/정상","2023-01-29 17:17:26"
"2196","378000001020090004","분당중앙 동물병원","경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 108호 (서현동)","031-708-8875","영업/정상","2018-09-20 10:02:34"
"2197","378000001020090005","건국 동물병원","경기도 성남시 수정구 수정로 131, 109호 (태평동, 낙원스카이뷰)","031-721-4111","영업/정상","2019-06-10 10:50:06"
"2198","378000001020090007","우리동물병원","경기도 성남시 분당구 백현로156번길 17-2 (정자동)","031-719-5725","영업/정상","2019-01-21 20:45:27"
"2199","378000001020090008","서현동물병원","경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 1층 142호 (서현동)","","영업/정상","2020-10-21 10:05:08"
"2200","378000001020100001","판교종합 동물병원","경기도 성남시 분당구 동판교로 122 (백현동)","031-8016-7507","영업/정상","2025-07-25 11:14:09"
"2201","378000001020100002","판교 행복한 동물병원","경기도 성남시 분당구 동판교로 226, 204, 205, 206호 (삼평동, 봇들마을4단지아파트)","031-8017-5575","영업/정상","2018-11-30 20:44:58"
"2202","378000001020100005","정원 양한방동물병원","경기도 성남시 분당구 운중로 233, 201호 (판교동,한솔플라자)","","영업/정상","2018-04-02 19:19:50"
"2203","378000001020110001","활기찬동물병원","경기도 성남시 분당구 장안로 35, 성창빌딩 201호 (분당동)","","영업/정상","2023-12-29 09:26:59"
"2204","378000001020110002","최재호 한방동물병원","경기도 성남시 중원구 둔촌대로63번길 11, 상가동 102호 (성남동, 성남여수엘에이치1단지)","031-722-2235","영업/정상","2021-06-16 17:58:00"
"2205","378000001020110006","펫 앤 쉘터 동물병원","경기도 성남시 분당구 불정로 266, 2층 (수내동, 그린플라자)","","영업/정상","2022-07-01 14:16:00"
"2206","378000001020110007","판교 P&P 동물병원","경기도 성남시 분당구 서판교로 36, 104호 (판교동)","031-8017-5558","영업/정상","2023-04-08 16:46:49"
"2207","378000001020110008","남현우동물병원","경기도 성남시 분당구 내정로173번길 11, 603동 139호 (수내동, 양지마을한양아파트)","","영업/정상","2018-09-20 10:08:43"
"2208","378000001020110009","나라 동물병원","경기도 성남시 분당구 미금로 48, 오성프라자 113호 (구미동)","","영업/정상","2018-09-28 13:58:38"
"2209","378000001020110010","시드니동물병원","경기도 성남시 수정구 태평로 10 (태평동)","","영업/정상","2019-06-10 10:47:08"
"2210","378000001020110012","수아동물병원","경기도 성남시 분당구 판교로 446, 108호 (이매동, 그린프라자)","031-708-3100","영업/정상","2016-10-25 09:33:51"
"2211","378000001020120003","수 동물병원","경기도 성남시 분당구 운중로 141, 101-1호 (운중동)","031-8017-0130","영업/정상","2024-09-12 16:35:47"
"2212","378000001020120005","현대 동물병원","경기도 성남시 분당구 성남대로 30, 111호 (구미동, 동아그린프라자)","","영업/정상","2012-03-23 09:35:52"
"2213","378000001020120008","모란동물병원","경기도 성남시 중원구 성남대로 1126, 106호 (성남동, 매가프라자)","","영업/정상","2019-06-15 15:30:48"
"2214","378000001020120009","초이종합동물병원","경기도 성남시 수정구 시민로 159 (신흥동)","","영업/정상","2012-08-17 18:01:18"
"2215","378000001020120010","분당파크뷰 동물병원","경기도 성남시 분당구 정자일로 248, 112호 (정자동, 파크뷰상가)","031-713-2111","영업/정상","2012-11-02 13:47:56"
"2216","378000001020130001","AtoZ동물병원","경기도 성남시 분당구 판교역로 145, 라스트리트2동 2층 213호 (백현동, 알파리움2단지)","031-8016-8206","영업/정상","2022-02-25 16:03:09"
"2217","378000001020130002","서현 동물병원","경기도 성남시 중원구 성남대로 1110, 1층 (하대원동)","031-755-5095","영업/정상","2023-08-14 15:43:32"
"2218","378000001020130009","젠(Gen)동물병원","경기도 성남시 분당구 양현로 479, 2층 (야탑동)","031-752-0075","영업/정상","2019-05-16 09:56:40"
"2219","378000001020130010","웰리스 클리닉","경기도 성남시 분당구 불정로 134 (정자동)","031-711-1911","영업/정상","2014-02-20 14:10:48"
"2220","378000001020140003","세인트존스동물병원","경기도 성남시 분당구 정자일로 197, 101호 (정자동, 푸르지오씨티 2차)","031-713-8391","영업/정상","2014-08-19 11:54:21"
"2221","378000001020140004","어니스트 동물병원","경기도 성남시 분당구 운중로113번길 12-5, 1층 (운중동, MM하우스)","","영업/정상","2016-06-14 14:33:26"
"2222","378000001020150001","중앙동물병원","경기도 성남시 수정구 수정로 139 (태평동)","","영업/정상","2024-11-07 09:08:41"
"2223","378000001020150003","Dr. 오즈 동물병원","경기도 성남시 분당구 분당로263번길 39, 109호 (서현동, 레이디파크)","","영업/정상","2015-05-29 09:44:12"
"2224","378000001020260001","위례 다올동물병원","경기도 성남시 수정구 위례순환로4길 36, 아다지오 1층 (창곡동)","031-8039-7553","영업/정상","2026-02-12 10:40:22"
"2225","378000001020250002","에이원동물병원","경기도 성남시 수정구 수정로 291, 산성역포레스티아아파트 서문상가동 1층 101호 (신흥동)","031-733-2010","영업/정상","2025-11-04 14:54:50"
"2226","378000001020250003","홍금동물병원","경기도 성남시 분당구 판교로 790 (야탑동)","","영업/정상","2025-10-30 16:34:17"
"2227","378000001020150006","백현 동물병원","경기도 성남시 분당구 동판교로52번길 6, 외 1필지(분당구 동판교로52번길 8) 1층 (백현동)","","영업/정상","2021-07-08 15:51:16"
"2228","378000001020150008","이진수고양이병원","경기도 성남시 분당구 판교공원로5길 15 (판교동)","","영업/정상","2023-04-04 17:24:55"
"2229","378000001020160002","이매 동물병원","경기도 성남시 분당구 성남대로779번길 17, 1층 (이매동, 포티스빌딩)","","영업/정상","2016-04-28 21:23:37"
"2230","378000001020160003","24시 폴 동물병원","경기도 성남시 분당구 성남대로 385, 102호 (정자동, 분당클리닉빌딩)","","영업/정상","2026-04-26 15:38:19"
"2231","378000001020160006","굿데이동물병원","경기도 성남시 분당구 불곡로 4 (정자동, 리더스프라자)","031-718-8276","영업/정상","2023-06-19 15:19:38"
"2232","378000001020160007","아이유동물메디컬센터","경기도 성남시 수정구 위례광장로 5, 남위례역아이파크 301, 302호 (창곡동)","","영업/정상","2024-08-05 15:49:33"
"2233","378000001020160008","위례나무동물병원","경기도 성남시 수정구 위례동로 147, 106호 (창곡동, 위례건아타워)","031-778-8738","영업/정상","2019-06-10 10:47:36"
"2234","378000001020160010","딜리동물병원","경기도 성남시 분당구 성남대로 884-9, 101호 (야탑동, 라비앙오피스텔)","","영업/정상","2024-05-30 09:20:16"
"2235","378000001020160011","분당24시동물의료센터","경기도 성남시 분당구 야탑로 24, 101호 (야탑동, 덕인빌딩)","","영업/정상","2025-08-07 15:22:08"
"2236","378000001020160012","LA동물의료센터","경기도 성남시 수정구 위례광장로 320, 214호 (창곡동, 아이에스센트럴타워)","","영업/정상","2025-07-17 15:04:46"
"2237","378000001020170001","서울동물병원","경기도 성남시 중원구 희망로 442 (금광동)","","영업/정상","2025-07-31 16:37:35"
"2238","378000001020170002","동물병원 돌봄","경기도 성남시 분당구 서판교로 160, 101호 (판교동, 스타식스밸리)","031-8016-5559","영업/정상","2017-03-30 10:51:03"
"2239","378000001020170003","365동물병원 분당점","경기도 성남시 분당구 미금일로90번길 32, 125호 (구미동)","","영업/정상","2017-06-20 14:20:25"
"2240","378000001020170005","힐링힐스 동물 치과병원","경기도 성남시 분당구 동판교로52번길 9-11 (백현동)","031-708-0078","영업/정상","2022-11-24 11:07:33"
"2241","378000001020170007","분당필동물병원","경기도 성남시 분당구 금곡로15번길 1 (구미동)","031-718-7575","영업/정상","2019-01-21 21:01:11"
"2242","378000001020170009","스칸디동물병원","경기도 성남시 수정구 위례광장로 70, 상가동 2층 201호 (창곡동, 위례 아트리버 푸르지오 1단지)","031-759-7579","영업/정상","2023-04-22 19:07:17"
"2243","378000001020170010","그레이트 동물병원","경기도 성남시 분당구 정자로 80, 1층 (정자동, 정자프라자)","031-716-7975","영업/정상","2025-06-09 09:32:55"
"2244","378000001020170011","미래동물의료센터","경기도 성남시 분당구 서현로255번길 1, 1층 (서현동)","031-705-2475","영업/정상","2026-04-13 14:55:13"
"2245","378000001020170012","야탑서울동물병원","경기도 성남시 분당구 벌말로 33, 206호 (야탑동, 일심조합상가)","031-708-8181","영업/정상","2026-03-24 16:17:06"
"2246","378000001020170013","에버펫동물병원","경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 121호 (금곡동)","031-714-1175","영업/정상","2023-04-03 19:04:17"
"2247","378000001020180001","한국동물선진의료연구소(KASMINE) 동물심혈관신장센터","경기도 성남시 분당구 미금로 43, 정운빌딩 1층 (구미동)","031-716-9001","영업/정상","2019-09-06 14:28:59"
"2248","378000001020180002","분당우리동물의료센터","경기도 성남시 분당구 양현로94번길 19, 새남서울조합상가 202호 (이매동)","031-705-0175","영업/정상","2018-01-26 16:18:35"
"2249","378000001020180003","메르시 동물병원","경기도 성남시 분당구 운중로 255, 티에스로드2 201호 (판교동)","031-707-0701","영업/정상","2022-02-24 15:03:32"
"2250","378000001020180005","분당밝은아이동물병원","경기도 성남시 중원구 성남대로997번길 51-16, 1층 (여수동)","031-754-0201","영업/정상","2019-06-15 15:31:08"
"2251","378000001020180006","25시 동물병원","경기도 성남시 중원구 산성대로504번길 1 (은행동)","031-731-0025","영업/정상","2023-04-08 15:03:00"
"2252","378000001020180008","서공동물병원","경기도 성남시 분당구 내정로 170, 동신파크빌딩 204호 (수내동)","031-711-2244","영업/정상","2018-05-30 13:12:04"
"2253","378000001020180009","분당다원동물병원","경기도 성남시 분당구 정자일로 100, 116호 (정자동, 미켈란쉐르빌)","031-711-6775","영업/정상","2018-08-29 09:37:59"
"2254","378000001020180010","동물병원루니","경기도 성남시 분당구 미금로 251, 112,201,202,203호 (금곡동, 청솔마을성원아파트)","031-719-9545","영업/정상","2018-11-21 15:47:51"
"2255","378000001020190001","분당데이지동물병원","경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 107호 (정자동)","031-715-3575","영업/정상","2024-07-01 17:05:22"
"2256","378000001020190002","365동판교동물병원","경기도 성남시 분당구 판교역로14번길 20, (주)코레드디엔씨 2층 201호 (백현동)","031-781-7582","영업/정상","2019-11-22 20:51:15"
"2257","378000001020190003","24시분당리더스동물의료원","경기도 성남시 분당구 성남대로 45, 계영빌딩 202, 203호 (구미동)","031-711-8275","영업/정상","2026-04-29 10:29:33"
"2258","378000001020190005","더클래스동물메디컬센터","경기도 성남시 분당구 성남대로 275, A동 101-1호 (정자동, 삼성아데나팰리스아파트)","031-713-7975","영업/정상","2025-08-22 13:37:37"
"2259","378000001020190006","이레외과동물병원","경기도 성남시 분당구 백현로101번길 11, 동현프라자 205호 (수내동)","031-605-0190","영업/정상","2021-05-28 14:35:01"
"2260","378000001020190007","장재영외과동물병원","경기도 성남시 분당구 운중로 142, 판교메디칼타워 2층 (운중동)","031-8017-7511","영업/정상","2026-01-19 19:20:35"
"2261","378000001020200001","365동물병원위례점","경기도 성남시 수정구 위례동로 153, 에이플타워 205호 (창곡동)","","영업/정상","2024-03-06 17:29:45"
"2262","378000001020200002","휴동물의료센터","경기도 성남시 수정구 산성대로 309, 2층,3층 (신흥동)","031-735-7582","영업/정상","2026-04-16 19:16:29"
"2263","378000001020200003","해오름동물병원","경기도 성남시 중원구 희망로 402, 지하1층 (금광동)","031-747-0406","영업/정상","2023-05-09 13:27:42"
"2264","378000001020200005","래온동물병원","경기도 성남시 중원구 광명로 89, 성남 센트럴 푸르지오 시티 1층 134,135호 (성남동)","031-759-0242","영업/정상","2023-11-08 13:45:25"
"2265","378000001020200006","고양이병원 소설","경기도 성남시 수정구 창업로 17, F동 309,310,311호 (시흥동)","031-8039-5382","영업/정상","2025-05-22 14:50:57"
"2266","378000001020210001","동물병원 Dr.정","경기도 성남시 중원구 산성대로 498, 1층 102호 (은행동)","031-733-9325","영업/정상","2021-02-24 17:27:33"
"2267","378000001020210002","지음동물의료센터","경기도 성남시 중원구 광명로 321, 정성빌딩 1층 (금광동)","031-735-0922","영업/정상","2021-02-18 14:41:30"
"2268","378000001020210003","상대원 동물병원","경기도 성남시 중원구 희망로 350, 1층 (상대원동)","031-733-1777","영업/정상","2021-03-30 09:21:08"
"2269","378000001020210004","뉴욕동물병원","경기도 성남시 분당구 미금로 45, 진도훼미리프라자 211호 (구미동)","","영업/정상","2025-03-26 16:44:54"
"2270","378000001020210005","태평역 동물병원","경기도 성남시 수정구 성남대로 1222, 예농빌딩 1층 (수진동)","031-755-7504","영업/정상","2021-08-03 19:31:38"
"2271","378000001020210006","하온동물의료센터","경기도 성남시 분당구 느티로 27, 하나플라자빌딩 2층 203호 (정자동)","031-697-8978","영업/정상","2021-09-16 17:40:04"
"2272","378000001020220003","빌리브동물병원","경기도 성남시 분당구 성남대로 449, 111,112,113호 (정자동, 로얄팰리스)","031-8088-7500","영업/정상","2022-06-14 16:38:03"
"2273","378000001020220004","우주동물병원","경기도 성남시 중원구 양현로405번길 5, 신야탑푸르지오시티 1 101,102호 (여수동)","031-778-6420","영업/정상","2022-07-04 14:58:12"
"2274","378000001020220005","판교포레동물병원","경기도 성남시 분당구 판교대장로6길 10, 207,208호 (대장동)","031-715-7975","영업/정상","2025-05-14 11:25:52"
"2275","378000001020220007","정자현대동물병원","경기도 성남시 분당구 판교역로 136, 비1048호 (백현동)","031-714-9978","영업/정상","2025-06-17 17:04:46"
"2276","378000001020230001","정동물병원","경기도 성남시 중원구 금상로 72, 1층 (상대원동)","","영업/정상","2023-04-30 18:04:53"
"2277","378000001020230002","스타동물의료센터","경기도 성남시 수정구 수정로 287, 2층 (신흥동)","031-8023-9073","영업/정상","2023-06-16 10:40:33"
"2278","378000001020230003","동물병원 더 하임","경기도 성남시 수정구 수정로 273, 수정빌딩 1층 (신흥동)","031-746-7582","영업/정상","2025-06-23 17:39:13"
"2279","378000001020230005","해마루 동물병원","경기도 성남시 분당구 황새울로319번길 8-6 (서현동)","031-781-2992","영업/정상","2026-05-04 15:56:04"
"2280","378000001020230006","서울동물병원","경기도 성남시 중원구 산성대로 388-1, 1층 (금광동)","031-741-8119","영업/정상","2023-08-03 10:05:15"
"2281","378000001020230007","성남 시립동물병원","경기도 성남시 수정구 탄리로 59, 공영주차장(수정커뮤니티센터) 지하1층 B103-B106호 (수진동)","","영업/정상","2025-12-12 14:20:50"
"2282","382000001020040005","녹양동물병원","경기도 의정부시 녹양로 66 (녹양동)","","영업/정상","2022-05-06 16:32:11"
"2283","382000001020050001","하나동물병원","경기도 의정부시 부용로 187 (신곡동)","031-853-7550","영업/정상","2019-01-14 15:48:22"
"2284","382000001020060002","프렌즈동물병원","경기도 의정부시 호국로 1300 (의정부동)","031-845-2500","영업/정상","2021-02-03 13:04:48"
"2285","382000001020080002","금오동물병원","경기도 의정부시 청사로 37 (금오동,신세계프라자 112호)","031-826-7582","영업/정상","2019-01-14 15:50:26"
"2286","382000001020080004","도그플러스 동물병원","경기도 의정부시 청사로 38, 홈플러스 3층 (금오동)","031-851-7373","영업/정상","2019-01-14 15:54:56"
"2287","382000001020110003","달빛동물병원","경기도 의정부시 평화로 239, 1층 105호 (호원동)","031-875-1559","영업/정상","2023-04-13 17:36:55"
"2288","382000001020120002","에이스동물메디컬센터","경기도 의정부시 태평로 102-1 (의정부동)","031-875-8090","영업/정상","2019-01-14 15:56:31"
"2289","382000001020120004","오즈동물병원","경기도 의정부시 추동로 13 (신곡동)","031-840-0075","영업/정상","2023-01-27 15:54:59"
"2290","382000001020130002","하트만 동물병원","경기도 의정부시 외미로 91, 1층 (호원동)","031-874-7533","영업/정상","2023-05-03 17:24:09"
"2291","382000001020140002","제일동물병원","경기도 의정부시 태평로 116 (의정부동)","","영업/정상","2014-03-26 19:14:49"
"2292","382000001020140004","바른동물병원","경기도 의정부시 평화로 559-1 (의정부동, 명빌딩)","","영업/정상","2025-09-23 14:03:14"
"2293","382000001020150001","의정부 24시 IU 동물병원","경기도 의정부시 태평로 52 (의정부동)","031-871-7588","영업/정상","2026-05-29 09:25:52"
"2294","382000001020150002","내곁에동물병원","경기도 의정부시 민락로 195, 중흥s클래스 1층 113, 114호 (민락동)","","영업/정상","2020-05-11 21:16:28"
"2295","382000001020150004","현대동물의료센터","경기도 의정부시 충의로 49 (용현동, 용운빌딩)","031-852-3119","영업/정상","2023-06-26 13:16:16"
"2296","382000001020160001","나은동물병원","경기도 의정부시 회룡로 178 (장암동)","031-876-7511","영업/정상","2025-11-13 11:10:42"
"2297","382000001020160003","펫인쥬동물메디컬센터","경기도 의정부시 호국로 1336, 탑빌딩 2층 (의정부동)","031-851-0901","영업/정상","2026-05-20 09:24:02"
"2298","382000001020160005","나라동물병원","경기도 의정부시 오목로 215, 1층 104호 (민락동, 송림프라자)","031-852-7550","영업/정상","2024-04-22 15:17:20"
"2299","382000001020170002","녹양돌봄동물병원","경기도 의정부시 비우로 100, 1층 (녹양동)","","영업/정상","2025-09-08 16:53:25"
"2300","382000001020170003","위즈펫동물병원","경기도 의정부시 민락로 210, 4층 (민락동, 이마트)","031-852-7502","영업/정상","2019-01-14 16:12:50"
"2301","382000001020190001","바라다동물병원","경기도 의정부시 평화로 508, 1층 (의정부동)","031-876-7582","영업/정상","2019-04-04 09:30:15"
"2302","382000001020190002","다빈치동물병원","경기도 의정부시 평화로 205, 1층 (호원동)","031-875-7553","영업/정상","2020-09-21 10:46:53"
"2303","382000001020200002","채플린동물병원","경기도 의정부시 용민로 493, 엘스퀘어 120, 121호 (민락동)","","영업/정상","2020-04-16 13:09:10"
"2304","382000001020220001","24시 해든동물의료센터 민락점","경기도 의정부시 천보로 68, 201호 (민락동)","031-851-7007","영업/정상","2026-03-17 15:59:22"
"2305","382000001020230001","뉴하트동물병원","경기도 의정부시 서광로 135, 센타프라자 2층 201-1호 (산곡동)","031-928-6356","영업/정상","2023-07-11 18:56:25"
"2306","382000001020240001","24시 해든동물의료센터 의정부점","경기도 의정부시 평화로 448 (의정부동)","031-951-9499","영업/정상","2026-02-13 10:07:23"
"2307","382000001020250001","슬찬동물병원","경기도 의정부시 오목로 33 (용현동)","031-821-9111","영업/정상","2025-04-30 15:30:38"
"2308","382000001019990002","가능동물병원","경기도 의정부시 가능로 37 (가능동)","","영업/정상","2013-12-31 14:35:30"
"2309","382000001020010001","장암종합동물병원","경기도 의정부시 동일로 468(신곡동)","","영업/정상","2021-12-17 14:09:03"
"2310","382000001020010003","사랑동물병원","경기도 의정부시 금신로 317 (신곡동)","","영업/정상","2013-12-31 14:56:36"
"2311","382000001020030001","신촌동물병원","경기도 의정부시 신흥로 357-1 (가능동)","","영업/정상","2007-07-02 14:21:13"
"2312","382000001020030002","로얄펫동물병원","경기도 의정부시 신흥로 171 (의정부동)","","영업/정상","2023-02-13 09:01:40"
"2313","382000001020030006","민락동물병원","경기도 의정부시 용현로 130 (민락동)","031-852-7542","영업/정상","2019-01-14 15:37:56"
"2314","382000001020040002","의정부종합동물병원","경기도 의정부시 시민로 154 (의정부동)","031-846-9600","영업/정상","2019-01-14 15:39:52"
"2315","382000001020040003","호원종합동물병원","경기도 의정부시  평화로  374 (호원동)","031-826-8875","영업/정상","2019-01-14 15:40:57"
"2316","383000001019890001","관양동물병원","경기도 안양시 동안구 관악대로 327-1, 1층 (관양동)","031-384-3920","영업/정상","2019-01-14 14:05:15"
"2317","383000001019950002","인방동물의료센터","경기도 안양시 동안구 귀인로 194, 1,2층 (평촌동)","031-388-0075","영업/정상","2025-04-29 15:21:52"
"2318","383000001019960002","평촌동물병원","경기도 안양시 동안구 평촌대로 142, 평촌트윈마트 106, 지하1층24호 (평촌동)","031-384-9505","영업/정상","2023-01-03 16:45:28"
"2319","383000001019960003","안양축협동물병원","경기도 안양시 만안구 안양로 374-1, 3층, 지하층 (안양동)","031-443-3841","영업/정상","2021-10-26 10:35:04"
"2320","383000001019970001","형제동물병원","경기도 안양시 만안구 안양로 212 (안양동, 태신주상복합)","031-446-7575","영업/정상","2019-01-14 14:14:18"
"2321","383000001020260001","마필동물병원","경기도 안양시 동안구 관평로 76, 꿈마을한신아파트 한신상가동 지층 011호 (평촌동)","","영업/정상","2026-02-12 09:27:29"
"2322","383000001020260002","24시라이프동물메디컬센터","경기도 안양시 만안구 안양로 249, 안양디오르나인 2BL 2층 203~205호 (안양동)","031-360-8279","영업/정상","2026-02-19 08:46:39"
"2323","383000001020150001","동주동물병원","경기도 안양시 동안구 경수대로 446, 이편한세상아파트 22동 C상가 202호, 203호 (호계동)","031-455-7588","영업/정상","2024-11-06 13:32:21"
"2324","383000001020160002","위즈펫동물병원","경기도 안양시 동안구 관악대로 104, 2층 (비산동, 리홈안양이마트)","031-381-7512","영업/정상","2020-12-21 15:36:42"
"2325","383000001020160004","이룸동물병원","경기도 안양시 동안구 시민대로 311, 금강스마트빌딩 2층 211호 (관양동)","031-381-0166","영업/정상","2026-05-26 16:17:22"
"2326","383000001020160006","동편동물병원","경기도 안양시 동안구 동편로27번길 7, 1층 107,108호 (관양동)","031-426-8661","영업/정상","2022-03-21 15:55:14"
"2327","383000001020160007","동물진료법인 넬동물의료재단","경기도 안양시 동안구 시민대로 312, 평촌칼라힐주차빌딩 2층 209~214, 217~219호 (평촌동)","031-421-7579","영업/정상","2026-03-17 08:12:22"
"2328","383000001020170001","안양비산동물병원","경기도 안양시 만안구 태평로52번길 37, 201호,202호 (안양동)","031-446-6575","영업/정상","2024-07-22 09:26:25"
"2329","383000001020080004","이윤권양한방동물병원","경기도 안양시 만안구 만안로 284, 111호 (안양동, 마인빌)","031-469-7581","영업/정상","2023-12-15 09:33:39"
"2330","383000001020110001","하은동물병원","경기도 안양시 동안구 관악대로 257, 2층 (비산동)","031-388-7585","영업/정상","2021-11-03 09:58:06"
"2331","383000001020170002","24시마음든든동물병원","경기도 안양시 만안구 경수대로 1234, 3층 301호 (석수동, 관악센터)","031-474-2475","영업/정상","2024-05-07 09:11:39"
"2332","383000001020170003","24시비타민동물메디컬센터","경기도 안양시 동안구 관악대로 267, 1,2층 (비산동)","031-465-7582","영업/정상","2026-06-04 13:36:54"
